{'ip': '1.202.104.118', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.226.7', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.55.64', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.180.139', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.58.73', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '1.202.64.80', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.100.127', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.47.31', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.241.173', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.181.209', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.83.219', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.79.54', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.125.35', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.149.207', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.73.103', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.69.151', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.52.11', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.181.143', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.72.160', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.128.67', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.23.63', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.112.6', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.135.150', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.61.192', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.222.147', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.84.180', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.117.14', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.125.40', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.7.29', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.20.88', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.119.28', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.104.181', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.25.12', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.120.82', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.158.200', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.58.25', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.17.150', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.30.245', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.52.242', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.180.124', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.125.216', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.124.250', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.55.29', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.105.76', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.36.224', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.92.243', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '1.202.138.106', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '1.203.44.164', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.129.197', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.242.244', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '1.203.72.179', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.45.177', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.30.89', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.252.174', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.108.96', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.181.140', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.172.137', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.194.111', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.15.46', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.50.161', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.40.62', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.125.81', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.130.195', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.59.60', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.62.95', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.148.49', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.242.33', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.66.189', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.60.70', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.59.157', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.41.179', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.119.68', 'other': 'NOERROR', 'type': '4'}
{'ip': '1.202.121.92', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.77.227', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.189.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.116.224', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.34.95', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.125.69', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.165.186', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.118.251', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.97.102', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.118.181', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.179.200', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.72.28', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.28.248', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.109.226', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.0.33', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.134.75', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '1.202.252.35', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.30.1', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.37.221', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.78.160', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.55.167', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.126.77', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.181.225', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.242.243', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '1.202.120.24', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.181.172', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.70.56', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.254.182', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.44.230', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.52.97', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.66.77', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.67.218', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '1.202.44.120', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.150.121', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.55.101', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.247.226', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.134.186', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.82.123', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.88.166', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '1.202.122.135', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.246.171', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.67.63', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.244.192', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.251.194', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.44.254', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.3.223', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.72.178', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.126.106', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.52.164', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.114.99', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.105.30', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.144.165', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '1.202.179.202', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.6.251', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.33.254', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.107.114', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.48.13', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.65.99', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.45.246', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.40.206', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '1.202.110.80', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.45.213', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.52.107', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.44.107', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.249.34', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.1.41', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.174.160', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.2.75', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.174.159', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.89.18', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.232.62', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.138.107', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '1.202.72.158', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.140.163', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.181.171', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.35.136', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.161.239', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.144.171', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '1.203.68.214', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.53.246', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.61.183', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.91.18', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.72.85', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.45.193', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.51.252', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.14.192', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.21.105', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.201.190', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.85.250', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.75.125', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.70.231', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.73.76', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.38.65', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.70.45', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.53.20', 'other': 'REFUSED', 'type': '3'}
{'ip': '1.202.237.174', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.223.160', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.239.27', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.39.205', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.113.196', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.82.160', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.181.168', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.46.120', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.181.139', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.255.106', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.117.49', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.126.75', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.110.238', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.181.186', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.105.35', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.149.206', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.181.150', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.145.142', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.76.12', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.91.252', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.145.43', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.76.52', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.103.202', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.161.246', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.41.81', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.48.130', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.113.86', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.75.25', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.150.164', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.250.206', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.1.19', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.44.35', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.56.228', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.82.229', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.23.247', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.51.6', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.144.170', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '1.202.76.4', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.181.162', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.5.229', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.161.161', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.53.237', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.11.20', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.153.17', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.242.245', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '1.202.170.162', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.181.156', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.48.120', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.181.180', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.7.73', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.133.225', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.255.218', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.60.84', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.2.219', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.246.3', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.0.64', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.29.45', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.52.181', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.52.252', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.76.232', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.153.91', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.180.10', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.109.55', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.7.167', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.120.188', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.236.133', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.35.240', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.120.231', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.88.210', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.114.14', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.125.223', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.77.121', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.158.244', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.46.95', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.181.215', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.242.66', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '1.203.34.11', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.73.25', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.92.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.127.110', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.70.157', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.169.2', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.181.198', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.69.113', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.51.79', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.64.125', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.54.53', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.160.155', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.203.155.204', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.140.67', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.117.77', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.181.154', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.202.242.251', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '1.202.113.198', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.202.140.162', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.16.224', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '1.202.115.7', 'other': 'NOERROR', 'type': '3'}
{'ip': '1.203.242.235', 'other': 'REFUSED', 'type': '4'}
{'ip': '1.203.49.149', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.15.83', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.76.16', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.49.56', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.29.26', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '211.100.52.25', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '211.100.61.17', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.75.230', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.56.167', 'other': 'NOERROR', 'type': '2'}
{'ip': '211.100.58.250', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.41.109', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.49.198', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.40.32', 'other': 'NOERROR', 'type': '4'}
{'ip': '211.100.57.74', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.47.87', 'other': 'NOERROR', 'type': '3'}
{'ip': '211.100.49.194', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.52.117', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.44.214', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '211.100.23.81', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '211.100.96.10', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.12.50', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.87.8', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.44.218', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '211.100.47.55', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.230.238', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '211.100.20.126', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.19.170', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.52.122', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.87.9', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.41.87', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.247.220', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.23.75', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '211.100.58.246', 'other': 'NOERROR', 'type': '4'}
{'ip': '211.100.44.215', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '211.100.49.195', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.37.72', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.40.33', 'other': 'NOERROR', 'type': '4'}
{'ip': '211.100.40.19', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.61.105', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.35.136', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.44.208', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '211.100.44.213', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '211.100.56.188', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.15.151', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.40.102', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.41.13', 'other': 'NOERROR', 'type': '4'}
{'ip': '211.100.61.112', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.41.202', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '211.100.35.137', 'other': 'SERVFAIL', 'type': '4'}
{'ip': '211.100.44.207', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.19.169', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.15.84', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.30.41', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.44.246', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '211.100.34.134', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.47.86', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '211.100.255.2', 'other': 'SERVFAIL', 'type': '3'}
{'ip': '211.100.40.60', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.52.111', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.56.174', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.41.12', 'other': 'NOERROR', 'type': '4'}
{'ip': '211.100.44.210', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '211.100.23.96', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '211.100.44.220', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '211.100.37.251', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '211.100.52.120', 'other': 'NOERROR', 'type': '1'}
{'ip': '211.100.61.100', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '211.100.40.57', 'other': 'REFUSED', 'type': '4'}
{'ip': '211.100.44.219', 'other': 'NXDOMAIN', 'type': '1'}
{'ip': '211.100.61.22', 'other': 'NOERROR', 'type': '3'}
{'ip': '211.100.14.230', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '211.100.57.186', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.139.117', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.118', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.44', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.87', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.134.134', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.163', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.136.166', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.119', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.134.122', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.133.241', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.177', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.106', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.153.86', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.139.114', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.125', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.156.146', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.112', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.153.176', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.201', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.133.242', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.134.232', 'other': 'NOERROR', 'type': '4'}
{'ip': '180.149.139.113', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.136', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.202', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.112', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.140', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.171', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.175', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.41', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.153.200', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.154', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.159', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.133', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.158', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.123', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.144.18', 'other': 'REFUSED', 'type': '4'}
{'ip': '180.149.153.203', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.30', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.145', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.136.37', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.136.162', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.139', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.148.174', 'other': 'NOERROR', 'type': '2'}
{'ip': '180.149.139.115', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.182', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.136', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.153.73', 'other': 'NXDOMAIN', 'type': '3'}
{'ip': '180.149.153.202', 'other': 'NXDOMAIN', 'type': '2'}
{'ip': '180.149.139.108', 'other': 'NXDOMAIN', 'type': '2'}
